gt,hyp
اذا غلبت الروم خلنا نشوف وش الدعم اللي ممكن يجي لكن ما نبتدي تفكيرنا لا ابغى دعم الفلاني والفلاني no it doesn t work that way, إذا غلبيت الروم خلنا نشوف هو ش الدعم اللي ممكن يجي لكن ما نبتدي تفكيرنا لا أبغاد دعم الفلاني والفلاني no it doesn t work that way
كيف نقدر نسويها efficiently if we cannot let s see وش الدعم اللي ممكن يجي, كيف نقدر نسويها efficiently if we cannot let s see ايش الدعم الممكن يجي مبدئيا 
والدعم is it مثلا دعم نقدي, والدعم بايزة مثلا الدعم النقدي
فا وnewcastle,
newcastle اسف أبو فيصل هنا الناس تتكلم على اول شيء, أسف أبو فيصل هنا الناس تتكلم على أول شيء
الله يقويكم so بس بشكل عام وش يعني كيف تفسر هذي so كرة القدم يعني زي ما قلت لك الرياضة هي جزء من الثلاث طعشر قطاع اللي, الله يقويكم بس بشكل عام يعني كيف تفسر هذا الشيء سوكرت القدم يعني زي ما قلتلك الرياضة هي جزء من الثلاثاشر قطاع اللي آآ
why the epl ليش الدوري الإنجليزي لأنه هو اعظم دوري موجود الآن فالعالم, why the epl ليش دوري الانجليسي لانه هو اعظم دوري موجود الان في العالم
ثلاثة فرق يصير لها relegation وثلاثة فرق يصير لها promotion ناس ثلاث فرق تنزل وثلاث فرق تصعد من الدوري اللي تحته, ثلاثة فرق يصير لها relegation ثلاثة فرق يصير لها promotion الناس ثلاثة فرق تنزل وثلاثة فرق تستسعد من الدور اللي تحته
منافسة عالية منافسة جدا عالية هذا معناته مشاهدات أعلى بالضبط so, منافسة عالية منافس جدا عالي بعد ما أعطو مشاهدات أعلى وبضلط
لما ناظرنا لها نظرنا لها من ناحية مالية and by the way it wasn t the first, لما نظرنا لها نظرنا لها من ناحية مالية and by the way it wasn t the first
offer يجينا على فريق شفنا في إيطاليا وشفنا في فرنسا, اوفر يجينا على فريق شفنا في إيطاليا وشفنا في فرنسا
only ثلاثين فالمية ومالنا أي علاقة فالإدارة, وما أنها أي علاقة في الإدارة
وحنا اشترينا newcastle, وحن اشترينا نيو كاسل
كان معروض علينا مية بالمية لكن اء اللي جابوا لنا الفرصة amanda sevry هي وزوجها, كان معروضة لانمية بالمية لكن اللي جابونا الفرصة عما عندها سعبلي هي وزوجها
قالوا we would we like it so much we would like to be with you قلت ممتاز, جارو we like it so much we would like to be with you بيت متاز
بعدين جو الrobin family اللي هم من اكبر المطورين العقاريين قالوا we would like to come with you هم من اكبر المطورين فnewcastle قلت ممتاز, بعدين جوال روبان فاميلي اللى هما من اكبر مطورين العقاريين قالوا ويود لاك تو كم وذيو وهما من اكبر مطورين في نيو كاسل قلت امتاز
خلهم يجون فا they have now skin in the game يعني skin in the game صاروا جزء من النجاح ومن الفشل exactly, خليهم يجون فthey have now skin in the game صاروا جزء من النجاح ومن الفشل exactly
شرينا الفريق كامل بثلاث مية وخمسين versus ثلاث مية ثلاثين بالمية بسبع مية اء اء مليون, سرينا للفريك كامل 350 versus 300 30 ب700 مليون
versus تشيلسي توه منباع, versus chelsea
is to go from ثلاث مية وخمسين الى على الاقل ثلاثة three point five that s ten times the money, is to go from 350 إلى على الأقل 3 5 that s 10 times the money
versus لو اشتريته اليوم كم بيطلع اربعة مليار خمسة مليار,
ما مايجيب لك اقل من مئة فالاختيار استثماري بحت استثماري بحت so that s why one number two newcastle, ما يجيب لك أقال من المئات في الاختيار استثمار بحث استثمار بحث so that s one number two newcastle
يعني معظم المدن فيها أكثر من نادي newcastle كل newcastle وراك, يعني ماذا من المدن في اكثر من هذه نيو كاسل كل نيو كاسل وراك 950 الف تقريبا واكثر من مليون في المنطقة
تسع مئة وخمسين الف تقريبا واكثر من مليون في المنطقة موجودين كلهم fans,
we have now تقريبا between fifty two thousand seats فالملعب, نحن تقريبا بتون 52 000 seats في الملعب
كلها sold out يعني لما تنظر لها من كل النواحي اللي موجودة الpotinitial اللي موجود عندنا الان مثلا chef of the chefs strategies, كلها sold out يعني عندما تنظر لها من كل النواحي الموجودة الpotential الذي يوجود عندنا مثلا الـ chief of the strategist
مع الinternational,
investments their lookingعلى الأشياء العقارية والinfastructrue اللي بنسويها إن شاء الله, investments they re looking على الاشياء العقارية والإنفرستروكشر اللي بنسويها ان شاء الله
في المنطقة فالpotential , فالpotential كـ
goin forward للاستثمار الرياضي حقنا,
بتكون صعبة الا اذا اخذنا some incubators يعني اندية اصغر علشان to incubate into this, بتكون صعبة إلا إذا أخذنا some incubators يعني عندي أصغر عشان تنكيبات into this
مالها حس هل هي متعثرة هل فيها مشاكل وش قصة المحفظة العقارية روشن is doing extremely well overlapping speech روشن تبع الgiga project ماهي تبع المحفظة العقارية, ما لا حس هل هي متعثرة هل فيها مشاكل وش قصة العقارية روشان يزدون بأكسيم لواب روشان تابع القيجا بروژيكت ما هي بتابع المحضاء عقارية
انا أتكلم مثلا على تطوير وسط المدن نتكلم عن رؤى الحرم المكي نتكلم روشن ترا بدت هناك وانتهت هناك وكبرت راحت هناك كانت لأنه الأول الmandate حقها كان اقل بعدين كبر الmandate, أنا تكلم مثلا على تطوير وسط المدن تكلم عن رؤى الحرام المكي راش انترا بدأت هناك وانتهت هناك لأنه الأول mandate حقها كان أقل بعدين كبر mandate
فانتقلت فانتقلت الى الgiga projects بالنسبة للمحفظة العقارية, فانتقلت الى geega project بالنسبة لمحافظة العقارية اه
فيه عندنا مشاريع كثيرة فالpipeline, في عند المشاريع كثيرة في البايبلين
وقت طويل فالplanning خاصة if you want to have the right, وقت طويل في البلانيغ خاصا اذا كنت تريدون التحديث
models والright plans وكيف تقدر, models will write plans وكيف تقدر
تخلي الplans, تخلي
فإذا تبغى تطورها هناك كيف تقدر تطورها ايش هو الproposition تخلي المدن والقرى اللي حولها يجون لها, فإذا تبقى تطورها هناك كيف تقدر تطورها ما هو المنزل الذي يجعل المدن والقرى اللي حوله يجوا له 
 same thing مثلا في نجران, same thing nothing في نجران
انعرض كذا موقع ومواقع هذي مثلا وزارة البيئة كانوا يبونها وزارة وزارة أخرى كانوا يبونها فا it takes time, نعرض كذا موقع ومواقع هذا مثلا وزارة البيئة كانوا يبونها وزارة اخرى كانوا يبونها فالتاكس ساين
علشان تأخذ الlogistics هذي and it takes time to find right design, علشان تاخذ اللوجستق هادي and it takes time to find the right design
and the right proposition بالنسبة لل انها تخليها, and the right proposition بالنسبة لأنها تتخليها
how can we modernize الطراز السلماني, how can we modernize الدراج السلماني 
design غيرنا كثير من ال ال designers اللي ممكن يجون ولهم خبرة مناسبة, designs غي رنا كثير من الـ designers اللي ممكن يجوون ولهم خبرة مناسبة
وthe same thing is applicable مثلا لي اللي بنسويه في الخرج اللي بنسويه في القطيف اللي بنسويه في مكة, و the same thing is applicable مثلا اللي بنسويه في الخرج اللي بنسويه في القطيف اللي بنسويه في مكة
يعني ok maybe it looks good بس, يعني okay maybe it looks good
فا yeah هذي الأشياء تأخذ وقت بعدين, فيا هذا الأشياء تاخذ وقت بعدين
يوم تشتغل مع الdesigners مع المهندسين it takes time يعني هذا الأشياء يعني i will give you an example اللي هو كافد, ايوم تشغل مع الدزاينرس مع المهندسين it takes time and i ll give you an example اللي هو الكافت
it was supposed to be delivered في الفين واثنعش الى الان it s not fully operational, it was supposed to be delivered في 2012 إلا الآن it s not fully operational
طريقة الplanning كانت, طريقة البلانينج كانت
يعني تشوف العماير اللي موجودة ok the on الشيء الواصل الوحيد بينها اللي هي الجسور الجسور اللي موجودة بس ما, يعني تشوف العمارة الموجودة اوكي الشيء الوصول الوحيد بينها اللي هي الجسور الجسور اللي موجودة بس ما
يعني لما تجي على الefficiency اللي موجودة في بعض العماير, يعني لما تيجي على الإفشنسي اللي موجودة في بعض العماير
تلاقيها اقل من خمسين بالمية الefficiency اللي هي, تلاقيها اقال من 50 الإفشيني اللي هي الاشياء
الaverage فالعالم مابين خمسة وسبعين الى خمسة وثمانين بالمية, الأفريج في العالم ما بين 75 و 85 
في أقل من خمسين أقل من خمسين yeah, في الأقل من 50
as long as أنه التنفيذ عندنا بيكون, as long as and the tenfeez عندنا بيكون
طبعا فيه عندك الخطوط السعودية وفيه flynas وفيه كذا شركة خاصة للخطوط, طبعا في عندك الخطوط السعودية وفي فلايناس في كذا شركة خاصة للخطوط
الخطوط السعودية بالشركات الخطوط العالمية المتقدمة مثل الان كان singapore air, خطوط سعودية بالشركات الخطوط العالمية متقدمة مثلا كامت سنجابور اير
وبعدين جات طبعا الemirates الإماراتية, وبعدين جاء طبعا الامريتس الإماراتية
نقطة الخلاف الأساسية اللي هي one hub, النقطة الخلاف الأساسية اللي هي one hub
ولا multiple hubs, ولا multiple homes
الخطوط السعودية المفروض عندها three hubs, الهدف السعودية المفروض عندها three hubs
إذا تبغى تنجح لازم يكون عندك one hub, إذا تنجح لازم يكون عندك one hub
وبعدها يعني direct flight مثلا من الرياض نفرض ان الخطوط بتكون الhub حقها الرياض, وبعدها يعني direct flight مثلا من رياض نفرض ان الخطوط بتكون ال hub حقيا على رياض
بس ما تقدر تجي مثلا من عرعر إلى نيويورك direct, ما تقدر تجي مثلا من عرعر إلى نيورك داريكت
أو من عرعر إلى عمان direct يمكن بس, أو من عرار الى عمان دايركت يمكن بس
أفضل أنه يكون عندك one hub, أفضل إنه يكون عندك one hub
so الخطوط اللي بتكون موجودة it s one hub, سأل خطوط اللي بتكون موجودة it s one hub
الfleet اللي بيكون موجود, الفليت اللي بكون موجود
فا علشان تقدر يكون فيه عندك efficiency للطيارين قطع الغيار exactly الصيانة نفس الشيء الcatering everything else, فعلشان تقدر يكون في عندك efficiency للطيارين قطع الغيار برضو الاصيانة نفس الشيء الكيتيرنج everything else
going back للmethodology اللي احنا عادة نتبعها فالصندوق, نذهب إلى المثدرج التي عادة نتبعها في الصندوق
وهذا اللي جالسين نسويه وفيه ناس تقول طيب ليش ما صلحتوا الخطوط السعودية ليش ما استثمرتوا فيها وانطلقتوا من هناك الخطوط السعودية جالسة it s serving what aيعني الأشياء اللي موجودة, وفي ناس تقول طيب ليش ما صلحت أخط سعودية ليش ما استثمرت فيها وانطلقته من هناك الأسخطة السعودية جاست يعني الأشياء اللي موجودة
لكن again the business model حق الخطوط السعودية, لكن again the business model حق الخطوط السعودية
اللي هي الmulti multi hub, اللي هي المالتي هاب
الخطوط الأمريكية معظمها متعثرة because عندهم multi hub,
فا هي الخطوط الجديدة حتكون من الرياض single hub, فهي الخطوص الجديدة حتكون من الرياض single hub
فئة business ولا فئات يعني it depends on the demand طبعا you can t have طيارة كلها business يعني سوتها الظاهر, فئة business ولا فئات يعني it depends on the demand طبعا يقنعتها في الطيارة كلها business يعني اسوأتها بضاف
فا i i don t think it s the right propositionمتى متوقع انطلاقها, فا أم أنا لا أعتقد انها تحرك الواقع متى ما توقع انطلاقها 
yeah والمطار ال خلاص ال , يعني الـ خلاص الـ
الceo جاينا ان شاء الله خلال شهر او, السي او جاي ان شاء الله خلال شهر أو
and they don t have to be سعوديين فقط, and they don t have to be سرودين فقط
softbank يمكن هو من أكثر الاستثمارات المثيرة, صوفت بنك يمكن هو من أكثر الاستثمارات المثيرة
واللي ذكر في لقاء مع david, واللي ذكر في اللقاء مع ديفيد
كنت تقول انك rubenstein ايه كنت تقول انك مبسوط لأنه حققوا لك تسعة مليار, كنت تقول انك مبسوط لانه حق قولك 9 مليار
دولار عوائد في ذيك اللحظة yeah, دولار عوائد في ذي كل لحظة يأ
بعد الخساير اللي قاعد يمنى بها الصندوق yeah ال يعني لما, بعد الخسائر اللي قاعد يمنى به الصفحة يعني لما تت
 softbank vision fund let me just take maybe few steps back ياليت بس اعطيك some context, softbank vision fund let me just take maybe a few steps back but i ll take some context
كيف دخلنا فا softbank, كيف دخنف softbank
so اتذكر يعني من الsessions اللي كنت اجلس فيها مع سمو ولي العهد, so أذكر يعني من السشنز اللي كنت أجس فيها مع اسمولي العاهد
نتكلم عن الaspirations اللي موجودة وش نبغى نسوي فالصندوق, نتكلم عن الاسبرائيسن الموجودة ووشلنا بتصويه في الصندوق
فا كان he was always referring ل يرجع يقول,
نبي نكون فالartificial intelligence الذكاء الاصطناعي نبي نكون فالrobotics, نبي نكون في الارتفشل انترجنسي ذكال استناعي نبي نكون فا روباتيكس
نبغى نكون فالlife science,
نبغى نكون فالinternet of things , نبغى نكون في الانترنت of things
حنا again يعني يمكن انت تكلمت قبل كذا على الاقتصاد القديم والاقتصاد الجديد, ايه ممكن انت تكلمت قبل كذا على الاقتصاد القديم والاقتصاد الجديد
 it happened أنه قابلت تقابلت انا مع sama masa son, اتهابند انه قابلت سنة معسامة ماسى صان
أغنى رجل فالعالم back in nineteen ninety nine بضع ساعات, آآ أغنى رجل في العالم باكت 1999 بضع ساعات
خسر تقريبا ninety seven percent of ثروته ورجعها في استثماره علي بابا, خسر تقريبا 97 of ثروته ورجع في استثماره في
so masa تكلم عن الرؤية حقته وقال i m gonna put, so masa تكلم عن الرؤية حقه وقال i m gonna put
ثمانية وعشرين مليار بيحطها دولار في fund, بحطها دولار في فند
اللي هي internet of things robotics, الله هيا internet of things robotics
artificial intelligence مفصلة عليكم and life science , مفصل عليك and life science
قلت له ok وبدأ يتكلم هنا وهنا, اوكي بدأ يتكلم هنا وهنا
فا تكلمت مع الأمير قلت له i have this guy who i met before و i met him في في طوكيو, فاتكلمت مع المير قلت رو اي هب this guy who i met before و اي متهم في طاكو
اذا مافيه عندك مانع تشوفه قال ok ممتاز, إذا ما في عندك مانه تشوفه قال أوكي متاز
so جاء شافه, جاءوا شافوا واما 
الأمير يعني مرة قال ok, دمير يعني مرة قال اوكي
is forty five billion what you want احنا نستثمرها,
ليه قال الأمير هذا الشيء على الرؤية that s one, لقى الأمير هذا الشيء على الرؤية that s one
number two كنا جالسين نتكلم نبغى نستثمر, number two كنال جاسي نتكلم نبغان السثمر
كيف نقدر نوصلها ثلاثين بالمية by the way الحين نزلناها الى range unclear between twenty to twenty five, كيف نقدر نوصل على 30 بيطة الى الحين نزلنا الى range between 20 25 
no singal asset manager موجود اليوم, no single asset manager موجود اليوم
فهذا من الأسباب الأساسية اللي اللي دخلنا فيها مع softbank vision fund, فهذه من الأسباب الأساسية التي دخلنا فيها مع softbank vision fund
الproposal اللي كان موجود وبالتأكيد مع انخفاض الأسواق العالمية الآن, البروبوز اللي كان موجود وبالتأكيد مع انخفاض الأشراق العالمية الآن
الperformance حقهم أقل و أتذكر أنك قد طلعت أظن financial times كانت تقول بأنه, performance had gone my girl واتذكر ان اقدت طلعت اظن financial times كانت تقول بانو
استثمار السعودية فال vision fund, استثمار السعودية في ال vision fund
ايه وفيه so we invest in two things, ايه وفي ايه نحن نتبه بشكل دائم
فالpreferred وفالequity, في الـ preferred وفي الاكوتي
 الpreferred فيه عندنا سبعة بالمية, الـ preferred في عندنا 7 
بس we don t take the upside يعني هذا بس المضمون, بس we don t take the upside يعني هذا بس المضمون
والباقي يكون فالequity الequity فال تعرف كم التقسيمة تقريبا وش اكثر ماكنت غلطان هي خمسة وعشرين خمسة وسبعين, والباقي يكون في الاكوتي تعرف كما التقسيمة تقريبا ماكنت غلطان هي 25 75
 او ثلاثة وثلاثين ستة وستين im really not sure بس وش الاكثر,
الأكثر اللي هو المضمون الpreferred yeah اه ok فأنتوا صار لكم خمس سنوات تأخذون هذا ال النسبة الثابتة yeah, الأكثر اللي هو المضمون آآ البرفير آآ أوكي فأنتو صار لكم 5 سنوات تاخذون هذا النسبة الثابتة يعم
ok و في القادم من الأيام شفنا أنه ما تكررت التجربة وصرتوا انتوا تروحون تستثمرون بشكل مباشر, اوكي وفي القادم من الايام شاهدنا انه ما تكررت التجربة وصلتوا انت تستثمر بشكل مباشر
ل نظرا لأنه ما كانت مجدية ماهي مرضية no no شوف, لاظرا لأنه ماكات مجدية ما هي مرضية نو نو نو شوف
يوم when we started كان عدد الموجودين في صندوق الاستثمارات العامة يمكن مية مية وخمسين شخص today were like, يوم when we started كان عدد الموجودين في صندوق الاستمرارات العام يمكن مية مية وخمسين شخص today were like
إضافة لذلك our direct investment اليوم افضل بكثير performance حقها, اضافة لذلك our direct investments اليوم افضل كثير performance حقها
اليوم عندنا office in new york office في london, اليوم عندنا office in new york office في لندن
office في hong kong so this will give us access, office في هونككو so this will give us access
لل deal flow, للdeal flow
will give us access لل الناس بيكون موظفين طبعا من الصندوق إضافة لموظفين, والقبة الـ access للناس بيكون موظفين طبعا من الصندوق إضافة لموظفين
and to be active فال investments هذي , and to be active in investments هذه
متى نقدر نشتري سياراتنا فالرياض lucid, متى نقدر نشتي سيارتنا في الرياض لوسيد
موجودة بس ما تنباع لسا الا جبنا كم so المشكلة الأساسية في, موجودة بس ما تمبع لسه لا لا جيبنا كمسة المشكلة الأساسية في
فيها وطبعا it s a listed company ماقدر اعطي تفاصيل عنها اكثر لكن على حسب, وطبعا تسلست كامبرية ما أقدر أعطي تفاصيل عنها أكثر لكن على حسب
 المعلومات العامة متأخرين كثير فالإنتاج متأخرين على شان الsupply chain, المعلومات العامة متآخرين كثير في الانتاج متآخرين علشان supply chain
there still يعني جالسين يتعاملون مثلا lucid كلها قزاز صح, there s still يعني جاسين يتعملون مثلا lucid كلها اجزاز صح 
يعني من ذا الone shield من قدام ومن وراء والسقف, يعني من الويندشيرت من قدام من وراء والسكف
so الناس اللي يقدروا يسووا هذي الخدمات قليلين, الناس اللي يقدر يسوى هذالخدمات قليلين
and فيه الquality assurance مشاكل فيها يعني لازم تكون كل شيء hunderd percent عشان لا يصير لها recall ولا ذا, and فيه quality assurance مشاكل فيها يعني لازم تكون كل شيء 100 عشان لا يصير له ريكول ولا بأ
غيرت كثير من الprocesses والأنظمة حقتهم, غيرت كثير من البروسيسز والأنظمة حقتهم
فهذي كل الأشياء لما تجتمع مع بعض تخفف الإنتاج and what im hopping for, فهذه كل الأشياء لما تستمر مع بعض خفت الإنتاج and what i m hoping for
what am hopping for أنه to achieve at least numbers اللي أعلنوا عنها, what i m hoping for now to achieve at least the numbers اللي علانوا عنها
all the incentives اللي جت من جهات عديدة من الحكومة, اللي جات من جهات عديدة من الحكومة
صندوق الصناعي وهذي تعتبر سيارة الطبقة العالية هل ممكن نشوف برضو سيارة كهربائية تناسب الشريحة المتوسطة ايه ايه yeah actually, وهذا تعتبر سيارة الطبقة العالية هل ممكن شوف برضو سيارة كهربائية تراسب الشريحة المتوسطة 
فال lucid air اللي هو اللي موجود حاليا, في اللوسدير اللي هو الموجود حاليا 
لكن eventually we wanna do suvs لأنه نبغى السيارات اكثر, لكن eventually we wanna do the suvs لانا نبغى سيرات اكثر
بس عشان وقت وقتك ماودي أننا نطول عليك you had access i think فهد سيف already طلع معك صحيح, بس عشان وقتك ماوديني يطول عليك you had access i think faed safe already to talk معك صحيح
وندخل في تفاصيل شركاتها عشان هم فقط اثنين نواب لكن كلهم من the same level ممتاز اي يعني الأخرين chef of staff, وندخل في تفاصيل شركاته عشان نجاونا هما فقط اثنين النواب لكن كلهم من the same level ممتاز يعني الاخرين chief of staff
مدير الاستثمار العقاري والgiga projects cfo coo فهل هذا توجيه مباشر لهم, فهل هذا توجيه مباشر لهم 
انهم yeah بالتأكيد يشرفوننا بالظهور بالتأكيد ابو عبدالعزيز اول واحد بالتأكيد اء طيب انا بختم ابو فيصل, انهم يعني يشرفونه بالظهور لا نريد اول واحد متأكيد طيب انا بختم ابو فاصل
what i didn t learn هو يعني وش الأشياء اللي ماتعلمتها الصراحة يعني تعلمت منه الكثير, what i didn t learn هو يعني وش الأشياء اللي ما تعل متها الصراحة يعني تعلمت منها الكثير
and امم, and
what i liked about him ماهو بس المعلومات اللي عنده, وراي لاكد باتهم ما هو بس المعلومات اللي عنده
it s ما يعني فيه ناس يقولك ok هذا المعلومات اللي عنده سطحية الdepth اللي موجود فالمعلومات, يعني فيه ناس يقولك أوكي هذا المعلومات اللي عندها السطحية الدبث اللي موجود في المعلومات
يعني even i was discussing with him once على, يعني even i was discussing with him once على المنزل
الgolf he was talken to يعني he knew about golf كل مضرب كيف الزاوية حقته ومن الكلام ذا, القولف he was talking to me يعني he knew about the goal كل المضرب كيف زاوية حقته من الكلام ذاه
he knows very well على, he knows very well على الهام
ال اء الdesign, ال design
يشوف the macro كيف يقدر ينزل لتحت, يشوف the macro كيف يقدر ينزل التحت
إذا أحتاج الامر أنه يشوف الmacro, إذا احتاج الأمر بدنا يشوف المايكرو
اذا الكلام حقه crap يقولوا له انه كلامك crap ماهو بصحيح, إذا الكلام حقققرب يقولوا إن كلامققرب ما هو صحيح
same thing is extricularنفس هذا صار صار الموضوع هذا عندي اكثر, same thing is trickling نفس هذا صار الموضوع هذا عندي أكثر
regardless الشخص اللي اتعامل معاه, الشخص اللي اتعامل معاه
بعيد قريب عزيز غير ذلك i have to listen للشخص اللي قدامي, بعيد قريب عزيز غير ذلك i have to listen بالشخص اللي بدعمي
الواحد يتوقع إنها صغيرة بس once you operate all together, الواحد يبقى عنا صغير بس once you put it all together
يكون الواحد اكيد الواحد sometimes المفروض يكون عاطفي لكن افضل انه يكون, كل الواحد أكيد الواحد sometimes المفروض يكون عاطفي لكن أفضل أنه يكون
rational وعقلاني اكثر هذي من الأشياء اللي تعلمناها يعني انا و, وعقلاني اكثر هذا من الأشياء اللي تعلمناها يعني أنا
كيف الواحد يكون rational اكثر, كيف الواحد يكون راشنا لأكثر 
الcapacities اللي موجودة عندك, الcapacities اللي موجودة عندك
on how you can utilize it كيف تقدر تستخدمها, and how can you utilize it كيف تقدر تستخدمهم
فا هذا من الأشياء اء كيف الواحد يقدر يرتب الpriorities, فهذا من الاشتراك كيف الواحد يقدر يرتب الـ
ترتيب الpriorities جدا مهم وش ال الأولويات, ترتيب priorities جدا مهم وش الاولويات
لما صرت اشتغل معه كيف الواحد to see the big picture, كيف الواحد تسي ده بكتور 
you don t go sometimes يعني مثلا من ال الأشياء اللي تفشل كثير, لا تذهب بعض الوقت يعني مثلا من الأشياء الليتفاشل كثير
من ناس متعلمين وذوي خبرات كبيرة اللي هي going, من ناس متعل مين وذوي خبرات كبيرة اللي هي go one
لازم يكون فيه عندك زي عدسة zoom, لازم نكون في عندك زي عدس الزوم
ثلاثة مليار ثلاثة ترليون دولار by twenty thirty هذي نبغى نثبتها ونأكدها, ثلاثة مليار ثلاثة تريليون دولار buy 2030 هذه اللي فنثبته انأكدها
اء يعني بداية خلنا نقول foodics كانت, يعني بداية قنا نقول فودكس كانت
اء ميزتها الأساسية أنها عاصرت مراحل قبل ال الرؤية وبعد وبعد الر ما قبل الرؤية وقبل eco system أو أو منظومة, ميزتها الاساسية انها عاصرت مراحل قبل الرؤيا او منظومة
و وما بعدها فا فنقدر نشوف ايش الأثر والفرق yes اللي اللي يحدث عليكم فاللي أبغاها منك أو اللي, وما بعدها فنقدر نشوف ايش الاثر والفرق اللي يحدث عليكم فاللي أبغى منك أو اللي
التعرف على مصعب yes وهذي نستعرضها بشكل سريع بعدين نروح لمرحلة ال ok, تعرف على مصعب وهذا استعملها بشكل سريع بيننا روح لمرحلة
اء ولادة foodics كا software فهمت عليك كيف صارت ايش ال ايش كان وقتها ok يقدم ايش مشاكله, ويلادة فودكس كسوفتوير كيف صارت اش ال اش كان وقتها يقدم اش مشاكلة
ثمن مرحلة اليوم اللي هي التوسع التوسع اللي ممكن يكون عبر استحواذات yes yes أو توسع جغرافي أو إلى آخره بالضبط, ثم من رحلة اليوم اللي هي التوسع توسع اللي يمكن يكون عبر استحواذات او توسع جغرافي او يا اخري
و ولادة الفكرة والتعرف على مصعب اللي هو شريكك ok, ولادة الفكرة وتعرف على مصحب اللي هو شريك
أيام ما كنت individual أنزل إعلان بميتين ريال إنه اصنع تطبيقك, أيام ما كنت individual أنزل إعلان بـ 200 ريال إنه اصنع تطبيقك
ب بكذا ريال وكنت تعرف تبرمج وأنا كنت أبرمج وأصمم وأسوي كل شيء يعني كنت full stack وقتها يعني ايه, بكذر يعني وانت تعرفت بارمجو وأنا كنت أصمم وسوي كل شيء كنت full stack أي
coffee بسويه كم جاك على الإعلان هذا من من شخص يعني ط, كافية ما سوي كم جاك على الإعلان هذا من شخص يعني طرح ياه
وعشرة بالمية منها كان فعلا serious اء يبون يطورون تطبيق, 10 منها كان فعلا serious نايمون يطورون تطبيب
و وهنا واحد منهم كان يبي يسوي coffee ورحت له, واو وهنا واحد منهم كان هي بي سوي كافي وروحت له
و وقال لي احمد شوف تطبيق starbucks أبي أسوي زيه, وقال لي أحمد شوف تطبيق starbucks ابي سيزاي
قلت له أبد اتفقنا على السعر دفع لي down payment وبديت اشتغل على التطبيق, ترعب التفكين على السعر تفاعلي down payment ولا تشتغل على التطبيق
وقتها كنت انا ومصعب نذاكر فال فالcoffee shops زي أي طلاب فالجامعة, وقتها كنت أنا ومصعب نذاكر في الكافي شوبس لي أي طلاف الجامعة
مصعب هو مصعب الشريك المؤسس ايه الشريك هو الrommate هو الrommate, مصحب هو الشرك المؤسس وهو الروميت حقيقه
مو rommate يعني هو الrommate مصعب يعني محمد أبو عبيدة بس باقي ما وصلنا له اه بس انكم في نفس الدفعة ايه نفس الدفعة كلنا تمام, يعني هو رميت مصحب يعني محمد ابو عبيدة بس باقي ما وصلنا له آآ بس انكوا في نفس الدفعة اي نفس الدفعة كلنا تمام
بعدين اء كنا إنه غالبا كانوا يس يعطونا الmenu ورقي, بعدين كنا إنو غالبا كانوا يسأل يعطون المنيو ورقي
وكان إذا بيغيرون الأسعار يحطون sticker على السعر طريقة غير, وكان الذين بغيرون الاسعار يحطونا استككر على السعر طريقة غير
فكنت أقول يعني حطوا الفكرة هذي مع الفكرة هذي يسوي لك ipad, فأكنت أقول يعني حط الفكرة هذه مع الفكرة هذه سوي لك اي باد
تعطيه للمطعم بطريقة انيقة و و cost effectint يعني إنك ما تحتاج تطبع, تعطي المطعم بطريقة أنيقة وكوست إفشينت يعني انك ما هتحتاج تطبع
كل ماتبغى تغير الmenu عندك الportal, كل ما تبت غير المينيو عندك الportal
ودخلته في موضوع الmenu ايه وصار عندكم, ودخلتم فيه موضوع المنيو وصار عندكم
ipad ipad تطلب منه بس بس, ipad ipad تطلب منه بس بس
وطابعة جنب الpoint of sale, وطابعة جنب الpoint of sale
يأخذ الطابعة يدخلها مرة ثانية point of sale اللي هو اللي هو نظام نقاط البيع نقاط البيع الcasher يدخلها الcasher, يأخذ الطابع يدخلها مرة ثانية في الـ point of sale هو نظام نقاط البيع الكشير يدخله الكشير
هنا لقيت فيه gap, هنا لقيت فيه gap
الgap انه ليش, من القاب أنه ليش
الipad إلى إلى الcasher, الـ ipad إلى الكاشير
يعني إطبعها با prienter واعيد كتابتها كتابتها, يعني اطبعها بـprinter وعيد كتابتها
فبديت أخاطب شركات الpoint of sales ما أحد عطاني وجه, فبدأت خاطب شركات point of sales ما حد أعطاني وجه
فقلت you know what let s build it مين أشهرهم في ذاك الوقت, فقلت you know what let s build it مين الشارن في ذاكل وقت 
اء aloha ncr,
micros اء omega شركات كلها شركات نقاط بيع ايه كلها أجنبية يعني ايه, uh مايكروس آ أوميغا شركات كلها شركات طبيع اي كلها أجنبية اي
السطحية أنه اء الcasher هو calculator, السطحية أن الكاشير هو كلكوليتر
 unclear وش هو حاسبة unclear انا فالجامعة كنت ابرمج برنامج يطلع لي calculator فعادي, ويش المعقد الموضوع أنا في الجامعة كنت برمج برنامج يطليع لي calculator فعادما 
فا فبديت اشتغل وقلت لك انا اء بديت اشتغل على على الpoint of sale, فبديت أشتغل وقلت لك أنا بديت أشتغل على ال point of sale
ال ال بناء الcasher,
ال ال خلنا نقول ال الordiring system menu ordiring system, خلنا نقول المنو المنو
الcasher, الكشير
اللي عندهم already ال التجربة الحلوة اللي هو, اللي عندهم أريد التجربة الحلوة اللي هو
