gt,hyp
so i just give an example معظم الاستثمارات الحكومية السابقة طبعا كانت ups and downs, so i just give an example معظم الاستثمارات الحكومية السابقا طبعا كانت ups and downs
جزء من الريال هذا يروح يعني it went as low as thirty three cents فالريال اللي تنفقه الحكومة اللي يبقى فالاقتصاد او ثلاثة وثلاثين هللة وستة وستين هللة, جزء من الريال هاد يروح يعني 20 as low as 33 cents فالريالة تنفق الحكومة اللي يبقى في الاقتصاد او اللي اثر الخاطئ ثلاثين هللة وستة وستين هللة
لازم المعامل الاقتصادي حقه او المضاعف الاقتصادي يكون مثلا اكثر من واحد او واحد فاصلة أربعة sometimes الى اثنين توصل, هزم معامل الاقتصادى حقها و المضاعف الاقتصادى يكون مثلا اكثر من واحد او 1 4 او اثنين توصل
and the other thing اللي هو ال إضافة للeconomic multiplier وش بيجيب بالنسبة للوظايف, and the other thing اللي هو الضعف الالكناميك ملتبراير وش بجيب بنسبة للغايف
مليون وثمان مئة الف وظيفة yeah رقم ضخم, يعم ضخم ضخم
هذي شركاتكم والشركات اللي تتعاملون معاها كل الش كل الportfolio companies والeco system اللي انا نسويه, هذي الشركاتكم والشركات اللي تدعاملوا معاه كل بورتيفوليو كومبنين والإيكوسستم اللي لنا سويه
روشن ماهي لحالها تشتغل تشتغل مع contractors تشتغل مع مطورين مصانع مع مصانع فهذي كلها هذي كلها اربع مية الف, روشن ماهي الحالة تشتغل تشتغل مع مصانع فهذا كله 400000
سابقا كانت والجاي الخمس سنوات الجاية مليون مليون وثمان مئة الف وظيفة مليون وثمان مئة i think it s doable يعني, سابقا كانت والجاي الخامسةات الجاية مليون ثمائة ألف وضيفة مليون ثمائة i think it s doable يعني
فالvrp حقنا,في ال vrp حق انا
قلنا نبغى نوصل الى مليار وستة واربعين i m sorry ترليون وستة واربعين مليار دولار, كنا نوصل الى مليار و46 ام سوري تريليون و46 مليار دولار
حنا الان تقريبا we re short we اقل من سبع مية, احنا الآن تقريبا we re short we re أقل من 700
so we still need تقريبا ثثث قريب الأربع مئة مليار,
اء dollar, دولار
لهذا الحجم من الاصول ايه على شان نوصل لهذا الحجم من الأصول طبعا again فيه ال اء ال injections اللي تجينا من من الحكومة , لهذا الحجم من الاصول ايه عشان نصل لهذا الحجم من الاصول طبعا اه again في الـ injection اللي تتجينه من الحكومة
فا we have a full plan من هنا الى الفين وثلاثين, فwe have a full plan من هنا إلى 2030
كيف نقدر نوصل اول شيء للم للترليون بعدين كيف نوصل الى between two to three سمو الأمير مصر على three ايه trillion dollars,
ايش العوائد المالية اللي نطمح لها ايش هو الrisk اللي نقدر نوصل له, ايش العوايد المالية اللي نطمح لها ايش هو الرسك اللي نقدر نوصله
امم first of all قبل لا أجاوب على او ما اجاوب همم على السؤال حقك, first of all قبل لا اجاوب على أو ما اجاوب على السؤال حقك
فيه عندنا حنا زي ما قلت لك طال عمرك five step approach لاي استثمار ندخل فيه كيف يبتدي, في عندنا حن زي ما قلتلك طالي عمرك five step approach لي أي استثمار ندخل فيه كيف يبتدي 
من actually it s six if you wanna consider zero لأنه فيه عندنا مرحلة قبل واحد او صفر دراسة وبعدين واحد اثنين ثلاثة, من actually it s six if you wanna consider zero لأنه في عندنا مرحلة قبل واحد أو صفر دراسة أولا اي وبعدين واحد اثنين ثلاثة
اربعة اللي هو التشغيل خمسة تخار تخارج how do you exit اي استثمار, أربع اللي هو التشغيل خمسة تخارج تخارج how do you exit أي استثمار
تدخل فيه وماعندك exit مفروض ماتدخل فيه ماعنده يعني حتى لمن نستثمر في اي دولة, تدخل فيه ومعندك هكزة مفروض ما تدخل فيه ما عنده يعني حتى لمن استثمر في أي دولة
اول شيء نسأل عنه do you have capital controls, أول شي نستألك عنه do you have capital controls 
من المفاوضات اللي سويناها we took استثناء استثناء للcapital control, من المفاوضات اللي سويناها we took استثناء استثناء للكابتالكنشورد
صحيح so i can not be an investment, صحيح so i cannot be in an investment
وماقدر اطلع منه حتى الever green investment المفروض انك تقدر تطلع منه, وما أقدر أطلع منه حتى الـ evergreen investments مفروض أنك تقدر سأطلع منه
فنجي الحين للسؤال اللي ماحد جاوبه so هذا هذا التخارج الأول, فنرجى الحين للسؤالي ما حد جاوبة هذا التخارج الأول
فيه بعض الشركات مثلا تخارجنا من سابك بشكل كامل we sold it to أرامكو, في بعض الشركات مثلا تخرجن من سابك بشكل كامل we sold it to ramco
and it was one of the greatest things بالنسبة لأرامكو صارت بالنسبة لسابك, and it was one of the greatest things بالنسبة ليارامكا صارت بالنسبة لسابك
synergies اللي موجودة من من من ال ال, السينجيز اللي موجودة من
استثمار أرامكو في سابك is يعني حتى الفريق اللي كان موجود في أرامكو الفريق اللي كانوا موجودين في سابك, استثمار ارامكو في سابق is يعني حتى الفريق اللي كان موجود في ارامكو الفريق اللي كان موجودين في السابق
فا what s good for us اليوم could be better for somone else, فwhat s good for us اليوم could be better for someone else
فا at the end of the day التخارج حقنا ماهو معناه انه شيء سلبي, فهذا عندفتدي تخارج حق أنا مهم عنان وشي سلبي
هل سابك كانت بتنمو بالشكل اللي نمت فيه الان لو هي باقية كا share holder pif no, هل سابق كانت تنمو بالشكل اللي انمت فيه الآن لو هي باقي كشير هوولدر pif لا
لما جاء الshare holder تغير صار فيه نمو, لما جاه الشيرهولدر تغير صار فيه نمو
فا it doesn t mean it s a negative thing أو معناه إنه استثمار فاشل أو استثمار نبغى نتخلص منه, فـ doesn t mean it s a negative thing أو معناه انو استثمار فاشل او استثمار نبغى نتخلص منه
it s diffrent استثمار ناضج وخلاص انتهى عندنا ناضج ايه, it s different سثنان ناضج وخلاص انتهى عندنا ناضج
عندنا ناضج but it will be rejuvenated with someone else and that s what happened, عندنا ناضج but it will be rejuvenated with someone else and that s what happened
اء يعني اعادوا الحوي الحيوية فيه من من synergies مختلفة overlapping speech ابو فيصل كنت بسألك على قطاع, من سنة جيز مختلفة أبو فاسحك أنت بسألك على قطاع
newcastle اء واستثمارنا في النادي يعني عالعكس , نيو كاسل واستثمارنا في النادي يعني الـ
الترفيه which was something يعني كان الترفيه الوحيد اللي موجود فالمملكة مطاعم نروح نأكل yeah نروح نأكل, الترفيه which was something يعني كان الترفيه الوحيد اللي موجود في المملكة طاعة روحناكل
ومانلعب فيعني its like so وللأسف كان, ومن العذر وللاسف كان
امم now going back to savvy سافي فال اء فال اي, now going back to savvy savvy في ال في ال
gaming والألعاب الالكترونية ومسابقات الالكترونية, gaming والألعاب الالكترونية ومسابقات الالكترونية
طبعا سافي it s like five different pillars you have the bank you have infasrtuctrue you have the fund, طبعا سافي it s like five different pillars you have the bank you have infrastructure you have the fund
you have the operations and you have ال اء ماكنت غلطان المسابقات نفسها, you have the operations and you have الماكنة غلطان المسابقات نفسها
فا الverticals هذي الموجودة بعد ماشفنا كل القطاعات اللي موجودة بالنسبة egaming الegaming, فالvertecals هذين موجودة بعد ما شفنا كل القطاعات اللى موجودة بالنسبة للـ e gaming
اذا تبغى تشوف الegaming today فالاقتصاد العالمي it s one of the fastest growing, إذا ترى في الإيجامين اليومفي الاقتصاد العالميه يكون من المتعاقات
هذا بالارقام بالارقام طبعا one of the fastest growing sectors يعني, هدا بالأرقام بالأرقام طبعا واحدة من المنطقة الأساسية
وتبغى تشوف انت وين تبغى تستثمر you wanna invest in the ip in the software and the hardware, وتبأتوف انتوان تبأتس اثمر يونى انفستن في الإي بي وفي الهاردوير
مثلا الاستثمار فالhardware of video games ولا هذا maybe it s not the best thing right, مثلا الاستثمار في الهاردوير وفي الفيديو جيمز والهذا maybe it s not the best thing right
لأنه فيه منافسات ثانية تجي من الcomputers من الأشياء الثانية, لانه في منافسات ثاني تجي من الكمبيوترز من الشعات الثانية
فا أكيد انه جالس it s ticking all the boxes حقت الرؤية عشرين ثلاثين but at the same time, فأكيد انه جالس تبا كل المزحين حقة الرؤية 2030 ولكن في الوقت
it will be one of the best investments بالنسبة لنا كعوائد ايه كعوائد بالتأكيد كعوائد استثمارية فأنتوا قراركم استثماري بحت استثما شوف, it will be one of the best investments in mesfadina كعواعد ايه كعواعد بالتأكيد كعواعد استثمارية فانتو قراركم استثماري بحت استثماء شوف
لابد يصير استثماري لأنه اذا ما صار استثماري it s not gonna be sustainable and if not sustainable it s مشروع فاشل, لا بد يصير استثماري لان اذا ما صار استثماري it s not gonna be sustainable and if it s not sustainable it s مشروع فاشر
انه يجيك subsidy من الدولة يجيك دعم حيوقف يوم من الأيام, انه يجيك سبسيدي من الدولة يجيك دعم هايوقف يوم اليوم
اذا غلبت الروم خلنا نشوف وش الدعم اللي ممكن يجي لكن ما نبتدي تفكيرنا لا ابغى دعم الفلاني والفلاني no it doesn t work that way, إذا غول بيت الروم خلنا نشوف هو ش الدعم اللي ممكن يجي لكن ما نبتدي تفكيرنا لا أبغى الدعم الفلاني وفلاني no it doesn t work that way
كيف نقدر نسويها efficiently if we cannot let s see وش الدعم اللي ممكن يجي, كيف نقدر نسويها افشنتلي في كنات لا تسيي اش الدعم اللي ممكن يجي مبدئيا
والدعم is it مثلا دعم نقدي, والدعم بيزت مثلا الدعم نقدي
فا وnewcastle,
newcastle اسف أبو فيصل هنا الناس تتكلم على اول شيء, new castle أسفل مفيصل هنا الناس تتكلم على أول شيش
الله يقويكم so بس بشكل عام وش يعني كيف تفسر هذي so كرة القدم يعني زي ما قلت لك الرياضة هي جزء من الثلاث طعشر قطاع اللي, الله يقويكم بس بشكل عام يعني كيف تفسر هذا الشخص سوكرت القدم يعني زى ما قلت لك الرياضة هي جزء من الثلاثاشر القطاع اللي
why the epl ليش الدوري الإنجليزي لأنه هو اعظم دوري موجود الآن فالعالم, why the epl ليش دور الإنجليزي لأنه هو أعظم دوري موجود الآن في العالم
ثلاثة فرق يصير لها relegation وثلاثة فرق يصير لها promotion ناس ثلاث فرق تنزل وثلاث فرق تصعد من الدوري اللي تحته, ثلاثة فرق يصير لها relegation وثلاثة فرق يصل لها promotion الناس ثلاثة فرق تنزل وثلاثة فرق تستسعد من الدور اللي تحته
منافسة عالية منافسة جدا عالية هذا معناته مشاهدات أعلى بالضبط so, منافسة عالية منافس جدا عالي بعدما أعطوا مشاهدات اعلى بضبط لذلك
لما ناظرنا لها نظرنا لها من ناحية مالية and by the way it wasn t the first, لما نظرنا لها نظرنا لها من ناحية مالية and by the way it wasn t the first
offer يجينا على فريق شفنا في إيطاليا وشفنا في فرنسا, ووفر يجين على فريق شفنا في ايطاليا وشفنا في فرنسا
only ثلاثين فالمية ومالنا أي علاقة فالإدارة, وما أن أي علاقة في الإدارة
وحنا اشترينا newcastle, وحن شترينا نيو كاسل
كان معروض علينا مية بالمية لكن اء اللي جابوا لنا الفرصة amanda sevry هي وزوجها, كان معروضة لي 100 لكن اللي جابهنا الفرصة عماندا سيفري هي وزوجها
قالوا we would we like it so much we would like to be with you قلت ممتاز, جاء نحن نحب بها كثيرا نريد أن يكون معك ممتاز
بعدين جو الrobin family اللي هم من اكبر المطورين العقاريين قالوا we would like to come with you هم من اكبر المطورين فnewcastle قلت ممتاز, بعدين جول الروبن فاملي اللى هما من أكبر مطورين العقاريين قالوا we would like to come with you وهم من أكبر مطورين في نيو كاسل قلت متاز
خلهم يجون فا they have now skin in the game يعني skin in the game صاروا جزء من النجاح ومن الفشل exactly, خلهم يجون فthey have now skin in the game صاروا جزء من النجاح ومن الفاشيل أصبح
شرينا الفريق كامل بثلاث مية وخمسين versus ثلاث مية ثلاثين بالمية بسبع مية اء اء مليون, شرينا للفريق كامل 350 versus 300 30 ب700 مليون
versus تشيلسي توه منباع, versus chelsea توا من بع
is to go from ثلاث مية وخمسين الى على الاقل ثلاثة three point five that s ten times the money, is to go from 350 إلى على الأقل 3 5 that s 10 times the money
versus لو اشتريته اليوم كم بيطلع اربعة مليار خمسة مليار, versus chelsea لو اشتريت اليوم كم بيطلع أربع مليار خمسة مليار 
ما مايجيب لك اقل من مئة فالاختيار استثماري بحت استثماري بحت so that s why one number two newcastle, ما يجيب لك أقال من المئات في الاختيار استثمار بحت استثمار بحت so that s one number two newcastle aa aa
يعني معظم المدن فيها أكثر من نادي newcastle كل newcastle وراك, يعني معظم المدن فيها أكثر من هذه نيو كاسل كل نيو كاسل وراك 950 000 تقريبا وأكثر من مليون في المنطقة
تسع مئة وخمسين الف تقريبا واكثر من مليون في المنطقة موجودين كلهم fans, موجدين كلهم fans
we have now تقريبا between fifty two thousand seats فالملعب, we have now between 52 000 seats في الملعب
كلها sold out يعني لما تنظر لها من كل النواحي اللي موجودة الpotinitial اللي موجود عندنا الان مثلا chef of the chefs strategies, اا كلها sold out يعني لما تنظر له من كل النواحي اللي موجودة الpotential اللي موجود عندنا الام مثلا ال chief of a chief strategist
مع الinternational,
investments their lookingعلى الأشياء العقارية والinfastructrue اللي بنسويها إن شاء الله, investments they re looking at الأشياء العقارية والإنفستركتور اللي بنسويها إن شاء الله
في المنطقة فالpotential , فالمنطقة فالpotential كـ
goin forward للاستثمار الرياضي حقنا, going forward للإستثمار الرياضي حقنا
بتكون صعبة الا اذا اخذنا some incubators يعني اندية اصغر علشان to incubate into this, بتكون صعبة إلا إذا أخذنا some incubators يعني عندي أصغر عشان to incubate into this
مالها حس هل هي متعثرة هل فيها مشاكل وش قصة المحفظة العقارية روشن is doing extremely well overlapping speech روشن تبع الgiga project ماهي تبع المحفظة العقارية, ما لحس هل هي متعثرة هل فيها مشاكل واش قصة المحظات الأقارية روشن تابع الجيجا بروژكت ما هو بتبع المحظات الأقارية
انا أتكلم مثلا على تطوير وسط المدن نتكلم عن رؤى الحرم المكي نتكلم روشن ترا بدت هناك وانتهت هناك وكبرت راحت هناك كانت لأنه الأول الmandate حقها كان اقل بعدين كبر الmandate, أنا تكلم مثلا على تطوير وسط المدن تتكلم عن رؤى الحرام المكي راش انترا بدأت هناك وانتهت هناك كبرت راح لديناك كانت لأنه الاول mandate حقها كان أقل بعدين كبر المانديت
فانتقلت فانتقلت الى الgiga projects بالنسبة للمحفظة العقارية, فانتقلت الى الـ geiger project بالنسبة للمحفظ العقارية
فيه عندنا مشاريع كثيرة فالpipeline, في عند المشاريع كثيرة في البايبلين
وقت طويل فالplanning خاصة if you want to have the right, وقت طويل في الـ planning خاصة إذا كنت تريد أن يكونوا على المستخدمات
models والright plans وكيف تقدر, models will write plans وكيف تقدر
تخلي الplans, تخلي لي plans
فإذا تبغى تطورها هناك كيف تقدر تطورها ايش هو الproposition تخلي المدن والقرى اللي حولها يجون لها, فإذا تبقى تطورها هناك كيف تقدر تطورها إيش هو الـ proposition تخلي المدن والقرى اللي حوله يجو له
 same thing مثلا في نجران, same thing مثلا في نجران
انعرض كذا موقع ومواقع هذي مثلا وزارة البيئة كانوا يبونها وزارة وزارة أخرى كانوا يبونها فا it takes time, نارض كذا موقع ومواقع هذا مثلا وزارة البيئة كانوا يابونه وزارة اخرى كانوا يابونه ف it takes time
علشان تأخذ الlogistics هذي and it takes time to find right design, علشان تاخذ الوجيستكس هذي and it takes time to find the right design
and the right proposition بالنسبة لل انها تخليها, ومن المتحدث بالنسبة للنات تخليها 
how can we modernize الطراز السلماني, how can we modernize الطراج السلماني 
design غيرنا كثير من ال ال designers اللي ممكن يجون ولهم خبرة مناسبة, designs غيرنا كثير من الـ designers اللي ممكن يجون ولهم خبره مناسبة
وthe same thing is applicable مثلا لي اللي بنسويه في الخرج اللي بنسويه في القطيف اللي بنسويه في مكة, و the same thing is applicable مثلا اللي بنسويه في الخرج اللي بنسويه في القطيف اللي بنسويه في مكة
يعني ok maybe it looks good بس, يعني اوكي مابا يبدو انها نظيفة بس
فا yeah هذي الأشياء تأخذ وقت بعدين, فهذا الاشتاء تاخذ وقت بعدين
يوم تشتغل مع الdesigners مع المهندسين it takes time يعني هذا الأشياء يعني i will give you an example اللي هو كافد, يوم تشاغل مع الـ designers مع المهندسين it takes time يعني هذا الأشياء انا أولقي فيو ايضا اكزامبل اللي هو الكافت
it was supposed to be delivered في الفين واثنعش الى الان it s not fully operational, it was supposed to be delivered في 2012 إلى الان its not fully operational
طريقة الplanning كانت, طريقة البلاننغ كانت
يعني تشوف العماير اللي موجودة ok the on الشيء الواصل الوحيد بينها اللي هي الجسور الجسور اللي موجودة بس ما, يعني تشوف الأمار الموجودة أوكي الشيء الواصل الوحيد بينها اللي هي الجسور اللي موجوده بس ما
يعني لما تجي على الefficiency اللي موجودة في بعض العماير, يعني لما تتجع على الإنسان اللي موجودة في بعض العماير
تلاقيها اقل من خمسين بالمية الefficiency اللي هي, تقليها قل من 50 الإيشانسي اللي هي الأشياء
الaverage فالعالم مابين خمسة وسبعين الى خمسة وثمانين بالمية,
في أقل من خمسين أقل من خمسين yeah, في اقل من خمسين اقل من خمسين يا
as long as أنه التنفيذ عندنا بيكون, as long as التنفيذ عندنا بيكون
طبعا فيه عندك الخطوط السعودية وفيه flynas وفيه كذا شركة خاصة للخطوط, طبعا في عندك الخطوات السعودية وفيه flynash فيه كذا شركة خاصة للخطوات
الخطوط السعودية بالشركات الخطوط العالمية المتقدمة مثل الان كان singapore air, خطوط السعودية بالشركات الخطوط العالمية متقدمة مثلا كامد سنجابور اير
وبعدين جات طبعا الemirates الإماراتية, وبعدين جات طبعا الامريتس الاماراتية
نقطة الخلاف الأساسية اللي هي one hub, النقطة الخلاف الأساسية اللي هي one hub
ولا multiple hubs,
الخطوط السعودية المفروض عندها three hubs, قطعة السعودية المفروض عندها ثري حبز
إذا تبغى تنجح لازم يكون عندك one hub, اذا تو تنجح لازم يكون عندك one hop
وبعدها يعني direct flight مثلا من الرياض نفرض ان الخطوط بتكون الhub حقها الرياض, وبعدها داريكت فلايت مثل من الرياض نفرض ان الخطوط بتكون الهب حق الرياض
بس ما تقدر تجي مثلا من عرعر إلى نيويورك direct, بس ما تقدر تيجي مثلا من عرعر الى نيورك داركت
أو من عرعر إلى عمان direct يمكن بس, أو من عرار إلى عمان دايركت يمكن بس
أفضل أنه يكون عندك one hub, أفضل إنه يكون عندك one hub
so الخطوط اللي بتكون موجودة it s one hub, so الخطوط اللي بتكون موجودة it s one hub
الfleet اللي بيكون موجود, الفليت اللي بيكون موجود
فا علشان تقدر يكون فيه عندك efficiency للطيارين قطع الغيار exactly الصيانة نفس الشيء الcatering everything else, فعلشان تقدر يكون في عندك ايفيشنس للطيارين قطع الغيار ببضو exactly الصيانة نفس الشاي الكيتيرينج everything else
going back للmethodology اللي احنا عادة نتبعها فالصندوق, going back المثدارج اللي احنا عادة نتبعها في الصندوق
وهذا اللي جالسين نسويه وفيه ناس تقول طيب ليش ما صلحتوا الخطوط السعودية ليش ما استثمرتوا فيها وانطلقتوا من هناك الخطوط السعودية جالسة it s serving what aيعني الأشياء اللي موجودة, وهذا اللي جاست سوي وفي ناس تقول طيب ليش ما صلحت أخطوط سعودية ليش ما استثمرتوا فيها وانطلقتهم من هناك الأسخطوط السعودية just it s serving war يعني الأشياء الموجودة
لكن again the business model حق الخطوط السعودية, لكن again the business model حق الخطوط السعودية
اللي هي الmulti multi hub,
الخطوط الأمريكية معظمها متعثرة because عندهم multi hub, خطوط الأمريكية ما اضلا بتاعثره بلكوز عندهم التحاب
فا هي الخطوط الجديدة حتكون من الرياض single hub, فهي الخطوص الجديدة حتكون من الرياض single hub
فئة business ولا فئات يعني it depends on the demand طبعا you can t have طيارة كلها business يعني سوتها الظاهر, فئة business ولا فئات يعني it depends on the demand طبعا you can t have في طيارة كلها business يعني سوتها بضاهظ
فا i i don t think it s the right propositionمتى متوقع انطلاقها, فأنا لا أعتقد أنها هي الواقع المحلية متى ما توقع انطلاقها 
yeah والمطار ال خلاص ال , يعني الخلاص
الceo جاينا ان شاء الله خلال شهر او, سي او جاي إن شاء الله خلال شهر أو
and they don t have to be سعوديين فقط, and they don t have to be سردين فقط
softbank يمكن هو من أكثر الاستثمارات المثيرة, يمكن هو من أكثر الاستثمارات المثيرة
واللي ذكر في لقاء مع david, واللي اذكر في لقاء مع ديفيد
كنت تقول انك rubenstein ايه كنت تقول انك مبسوط لأنه حققوا لك تسعة مليار, كنت تقول انك مبسوط لأنه حقي قولك 9 مليار
دولار عوائد في ذيك اللحظة yeah, دولار عوائد في ذلك اللحظة يأ
بعد الخساير اللي قاعد يمنى بها الصندوق yeah ال يعني لما, بعد الخسائر اللي قاعد يمنى بهالصفية يعني لما تت
 softbank vision fund let me just take maybe few steps back ياليت بس اعطيك some context, softbank vision fund let me just take maybe a few steps back let s i take some context
كيف دخلنا فا softbank, كيف دخنف softbank
so اتذكر يعني من الsessions اللي كنت اجلس فيها مع سمو ولي العهد, so أذكر يعني من الساشنز اللي كنت أجلس فيها مع سمولي العهد
نتكلم عن الaspirations اللي موجودة وش نبغى نسوي فالصندوق, نتكلم عن الاسبرائيشن اللي موجودة واش اللي بتصوي في الصندوق
فا كان he was always referring ل يرجع يقول, فكان he was always referring لي يرجع يقول
نبي نكون فالartificial intelligence الذكاء الاصطناعي نبي نكون فالrobotics, نابنكون في الartificial intelligence ذكال استناعي نابنكون في robotics
نبغى نكون فالlife science, نبغى نكون في الـ life science
نبغى نكون فالinternet of things , نبغى كون في الانترنت of things
حنا again يعني يمكن انت تكلمت قبل كذا على الاقتصاد القديم والاقتصاد الجديد, لأن أقل يعني يمكن أنت تكلمت قبل كذا على الاقتصاد القديم والاقتصاد الجديد 
 it happened أنه قابلت تقابلت انا مع sama masa son, اه تحدد إنو قبلت سنة معسا ماسا صان
أغنى رجل فالعالم back in nineteen ninety nine بضع ساعات, اغنى رجل في العالم back in 1999 بضعف ساعات
خسر تقريبا ninety seven percent of ثروته ورجعها في استثماره علي بابا, خسر تقريبا 97 of ثروة تو ورجع في استثماره في
so masa تكلم عن الرؤية حقته وقال i m gonna put, so masa تكلم عن الرؤية حقته وقال i m gonna put
ثمانية وعشرين مليار بيحطها دولار في fund, بحطها دولار في فاند 
اللي هي internet of things robotics, اللي هي انternet of things robotics
artificial intelligence مفصلة عليكم and life science , مفصل عليك and life science
قلت له ok وبدأ يتكلم هنا وهنا, it s okay بدأ يتكلم هنا وهنا
فا تكلمت مع الأمير قلت له i have this guy who i met before و i met him في في طوكيو, فتكلمت مع الأمير قلت راه i have this guy who i met before وهي متهم في توكيو
اذا مافيه عندك مانع تشوفه قال ok ممتاز, إذا ما في عندك مانع تشوفه قال أوكي ممتاز
so جاء شافه, so جاب شافه and
الأمير يعني مرة قال ok, دمير يعني مرة قال okay
is forty five billion what you want احنا نستثمرها, is 45 billion what you want احنا نستثمره
ليه قال الأمير هذا الشيء على الرؤية that s one, ليقى الأمير هذا الشيء على الرؤية that s one
number two كنا جالسين نتكلم نبغى نستثمر, نومبر تو كان جالسين يتكلم نومبر واستثمر
كيف نقدر نوصلها ثلاثين بالمية by the way الحين نزلناها الى range unclear between twenty to twenty five, كيف نقدر وصل على 30 by the way الحين نزلناه الى range between 20 25 
no singal asset manager موجود اليوم, لا يوجد أساست مانيجر موجود اليوم
فهذا من الأسباب الأساسية اللي اللي دخلنا فيها مع softbank vision fund, فهذا من الأسباب الأساسية اللي دخلنا فيها مع softbank vision fund
الproposal اللي كان موجود وبالتأكيد مع انخفاض الأسواق العالمية الآن, البروبوز اللي كان موجود وبالتأكيد مع انخفاض الأسراط العالمية الان
الperformance حقهم أقل و أتذكر أنك قد طلعت أظن financial times كانت تقول بأنه, واتذكر انك قل طلعت اظن financial times كانت تقول بانه
استثمار السعودية فال vision fund, استثمار السعودية في الـ vision fund
ايه وفيه so we invest in two things, وفي نعم نحن بشكل دائما 
فالpreferred وفالequity,ed وفي الإقوتي
 الpreferred فيه عندنا سبعة بالمية, ال preferred في عندنا 7 
بس we don t take the upside يعني هذا بس المضمون, لكن لا نأخذ المضمون يعني هذا بس المضمون
والباقي يكون فالequity الequity فال تعرف كم التقسيمة تقريبا وش اكثر ماكنت غلطان هي خمسة وعشرين خمسة وسبعين, والباقي يكون في equity تعرف كما التقسيمة تقريبا وش اكثر ما كانت غلطان هي 25 75
 او ثلاثة وثلاثين ستة وستين im really not sure بس وش الاكثر, أسوش الأكثر 
الأكثر اللي هو المضمون الpreferred yeah اه ok فأنتوا صار لكم خمس سنوات تأخذون هذا ال النسبة الثابتة yeah, الاكثر اللي هو المضمون الـ prefer فانتوا صار لكم خمس سنوات تاخذون هذا النسبة الثابتة يأ
ok و في القادم من الأيام شفنا أنه ما تكررت التجربة وصرتوا انتوا تروحون تستثمرون بشكل مباشر, وفي القادم من الايام شفنا انه ما تكررت التجربة وصلت انت تستثمر بشكل مباشر صحيح
ل نظرا لأنه ما كانت مجدية ماهي مرضية no no شوف, لا نظرا لانه ما كانت مجدية ما هي مرضية لا لا لا شوف
يوم when we started كان عدد الموجودين في صندوق الاستثمارات العامة يمكن مية مية وخمسين شخص today were like, كان عدد الموجودين في صندوق الاستمرارات العام ممكن 100 150 شخص today we re like
إضافة لذلك our direct investment اليوم افضل بكثير performance حقها, إضافة لذلك our direct investments اليوم أفضل كثير performance حقها
اليوم عندنا office in new york office في london, اليوم عندنا office in new york office في لندن
office في hong kong so this will give us access, office في هونج كوم so this will give us access
لل deal flow, للdeal flow
will give us access لل الناس بيكون موظفين طبعا من الصندوق إضافة لموظفين, we ll give us access للناس بيكون موظفين طبعا من الصندوق اضافة الموظفين
and to be active فال investments هذي , and to be active for investments هذه
متى نقدر نشتري سياراتنا فالرياض lucid, مت هنقدر نشتي سيارتنا في الرياضة lucid
موجودة بس ما تنباع لسا الا جبنا كم so المشكلة الأساسية في, موجودة بس ما تمبع لسه ألا جبنا كمس so المشكلة الأساسية في
فيها وطبعا it s a listed company ماقدر اعطي تفاصيل عنها اكثر لكن على حسب, فيها وطبعا تسلست كرانضري ما يقدر أعطي التفاصيل عنها اكثر لكن على حسب
 المعلومات العامة متأخرين كثير فالإنتاج متأخرين على شان الsupply chain, المعلومات العامة متأخرين كثير في الانتاج متأخرين علشان السبلاي تشين
there still يعني جالسين يتعاملون مثلا lucid كلها قزاز صح, there s still يعني جاسين يتعاملون مثلا lucid كلها اجزاز صح
يعني من ذا الone shield من قدام ومن وراء والسقف, يعني الوينشيل من قدام من ورا والسكف
so الناس اللي يقدروا يسووا هذي الخدمات قليلين, سول الناس اللي قدر يسووا هذه الخدمات قليلين
and فيه الquality assurance مشاكل فيها يعني لازم تكون كل شيء hunderd percent عشان لا يصير لها recall ولا ذا, and feel quality assurance مشاكل فيها يعني لازم تكون كل شي 100 عشان لا يصير له ريكور ولا بها
غيرت كثير من الprocesses والأنظمة حقتهم, غيرت كثير من البروستيز والأنظمة حقاتهم
فهذي كل الأشياء لما تجتمع مع بعض تخفف الإنتاج and what im hopping for, فهذه كل الأشياء لما تستمر مع بعض خف ت الانتهاج and what i m hoping for
what am hopping for أنه to achieve at least numbers اللي أعلنوا عنها, what i m hoping for now to achieve at least the numbers اللي اعلانوا عنها
all the incentives اللي جت من جهات عديدة من الحكومة, all the incentives اللي جات من جهات عديدة من الحكومة
صندوق الصناعي وهذي تعتبر سيارة الطبقة العالية هل ممكن نشوف برضو سيارة كهربائية تناسب الشريحة المتوسطة ايه ايه yeah actually, الصندوق الصناعي وهذا تعتبر سيارة الطبقة العالية هل ممكن شوف برضو سيارة كهربائية تراسب الشريح المتوسطة
فال lucid air اللي هو اللي موجود حاليا,
لكن eventually we wanna do suvs لأنه نبغى السيارات اكثر, لكن eventually we wanna do the suvs لانا نبغى السيارات اكثر
بس عشان وقت وقتك ماودي أننا نطول عليك you had access i think فهد سيف already طلع معك صحيح, بس عشان وقتك ما وديني أطول عليه you had access i think fahd safe أريد طلع معك صحيح
وندخل في تفاصيل شركاتها عشان هم فقط اثنين نواب لكن كلهم من the same level ممتاز اي يعني الأخرين chef of staff, وندخل في تفاصيل الشركات عشان هم فقط اثنين النواب لكن كلهم من the same level ممتاز يعني الاخرين chief of staff
