gt,hyp
so اء that s his role, so that s his role
الان كون إدارة and it s growing, الان كو ن ادارة and it s drawn
and we re working on it فا اء on how to improve يعني كيف نطور ال, and we re working on it on how to improve يعني كيف نطور
أداء الإدارة and الحمد لله الان we re doing extremely well يعني مثلا اعطيك احد الأمثلة, اداء الادارة الحمد لله الان we re doing extremely well يعني مثلا نعطيك احدى الامثلة
المشاريع هذي اللي عندنا العقارية والgiga projects وال ذا, بشريع هذا اللي عندنا الاقارية والقيقة بالضبط
they need حديد they need اسمنت they need قزاز, they need حديد they need cement they need exams
they need ceramic they need رخام they need اسلاك, they need ceramic they need rakham they need a slack
كل الأشياء هذي فا الان دراسة اللي سووها مثلا ndd عطونا كل الشركات هذي المخرجات حقتها وشهي, كل الأشياء هذه فالآن الدراسة اللي سواها مثلا عندي دي عطونا كل الشركات هذة المخرجات حقته والشيء
بالنسبة لنا نجي ننظر للسوق المحلي مين موجود يقدر يوفرها مين ماهو موجود نقدر نجيبه من سوق اء من السوق الدولي we buying them, بالنسبة لنا نجي ننظر للسوق المحلي من موجود يقدر يوفرها من ما هو موجود نقدر نجيب من السوق الدولي we buying them
we do the jv هنا ويصير فيه عندنا local content محتوى محلي فاليوم كم المستهدف بالنسبة لكم وكم الواقع فالمحتوى المحلي, ويصير في عندنا محتوى محلي فاليوم كم المستهدف بالدسباركم وكم الواقع في المحتوى المحلي 
إضافة للعائد الاستثماري طبعا كل هذا الاستثمارات لازم يكون لها عائد استثماري مجزي وas per our threshold يعني minimum of seven percent, ضافت العايد الاستثماري طبعا كل هذه الاستثمارات لازم نكون لها عايد استثماري مجزي واسبر او ثريشولد يعني منومة 7 
than نبغى ننظر كيف نقدر نوصلها الى سبعة بالمية,
so بتكون فيه مشاريع ذات عائد استثماري مستهدف مننا, سو بتكون في مشاريع ذات استثماري مستهدف مننا
لازم يكون الeconomic multiplier او المعامل الاقتصادي حقها او المضاعف الاقتصادي حقها اكثر من واحد او مئة بالمئة, لازم يكون ال economic multiplier ولا المعاملة الاقتصادي حقها او المضاعف الاقتصادي حقها اكثر من واحد او مئة بالمئة
so i just give an example معظم الاستثمارات الحكومية السابقة طبعا كانت ups and downs, so i just give an example معظم الاستثمارات الحكومية السابقا طبعا كانت ups and downs
جزء من الريال هذا يروح يعني it went as low as thirty three cents فالريال اللي تنفقه الحكومة اللي يبقى فالاقتصاد او ثلاثة وثلاثين هللة وستة وستين هللة, جزء من الريال هذا يروح يعني 20 as low as 33 cents فالريال يتنفق الحكومة اللي يبقى في الاقتصاد أو اللي أثر الفاتح 30 هللة و 66 هللة
لازم المعامل الاقتصادي حقه او المضاعف الاقتصادي يكون مثلا اكثر من واحد او واحد فاصلة أربعة sometimes الى اثنين توصل, الزمعام الاقتصادى حقه المضاعف الاقتصادى يكون مثلا اكثر من واحد او واحد فاصة اربع وثانتين الى اثنين توصل
and the other thing اللي هو ال إضافة للeconomic multiplier وش بيجيب بالنسبة للوظايف, and the other thing اللي هو الاضافة لأيكوناميك مالتبلاير وش بيجيب بالنسبة للوظائف
مليون وثمان مئة الف وظيفة yeah رقم ضخم, مليون ثمائة الف وضيفة ضخم ضخم
هذي شركاتكم والشركات اللي تتعاملون معاها كل الش كل الportfolio companies والeco system اللي انا نسويه, هذه الشركاتكم والشركات اللي تتعاملون معاه كل بورتيفاليو والإيكوسستم اللي لنا نسويه
روشن ماهي لحالها تشتغل تشتغل مع contractors تشتغل مع مطورين مصانع مع مصانع فهذي كلها هذي كلها اربع مية الف, روشل ماهي الحالة تعمل اعمل مع مطورين اعمل مع مصانع فهذه كلها 400000
سابقا كانت والجاي الخمس سنوات الجاية مليون مليون وثمان مئة الف وظيفة مليون وثمان مئة i think it s doable يعني, سابقا كانت والجاي الخمسة الات الجاي مليون ثمائة الف وضيفة مليون ثمائة i think it s doable يعني
فالvrp حقنا, في ال vrp حقنا
قلنا نبغى نوصل الى مليار وستة واربعين i m sorry ترليون وستة واربعين مليار دولار,
حنا الان تقريبا we re short we اقل من سبع مية, نحن الآن تقريبا نحن أقل من 700
so we still need تقريبا ثثث قريب الأربع مئة مليار, so we still need تقريبا حقريبا 400 مليار
اء dollar,
لهذا الحجم من الاصول ايه على شان نوصل لهذا الحجم من الأصول طبعا again فيه ال اء ال injections اللي تجينا من من الحكومة , لهذا الحجم من الأصول ايه علشان نوصل لهذا الحجم من الأصول طبعا again في الانجكشنز اللي تجينا من الحكومة
فا we have a full plan من هنا الى الفين وثلاثين,
كيف نقدر نوصل اول شيء للم للترليون بعدين كيف نوصل الى between two to three سمو الأمير مصر على three ايه trillion dollars, كيف نقدر نوصل أول شيء إلى التريليون بعدها كيف نوصل إلى between two to three سمو الأمير مصر على ثري تريليون دالورز
ايش العوائد المالية اللي نطمح لها ايش هو الrisk اللي نقدر نوصل له, ايش العوائد المالية اللي نطمح له ايش هو الرزق اللي نقدر نوصله
امم first of all قبل لا أجاوب على او ما اجاوب همم على السؤال حقك, first of all قبل لا اجاوب على او ما اجاوب على السؤال حقك
فيه عندنا حنا زي ما قلت لك طال عمرك five step approach لاي استثمار ندخل فيه كيف يبتدي, في عندنا حنه زي ما قلت لك طاري عمرك five step approach لي أي استثمار يدخل فيه كيف يبتدي
من actually it s six if you wanna consider zero لأنه فيه عندنا مرحلة قبل واحد او صفر دراسة وبعدين واحد اثنين ثلاثة, من actually it s six if you wanna consider zero لانا في عندنا مرحلة قبل واحد أو صفر دراسة ولله ايه وبعدين واحد اثنين ثلاثة
اربعة اللي هو التشغيل خمسة تخار تخارج how do you exit اي استثمار, اربع اللي هو التشغيل خمسة تخرج how do you exit أي استثمار
تدخل فيه وماعندك exit مفروض ماتدخل فيه ماعنده يعني حتى لمن نستثمر في اي دولة, تدخل فيه ما عندك هكزيت مفروض ما يدخل فيه ما عنده يعني حتى لما استثمر في اي دولة
اول شيء نسأل عنه do you have capital controls, اول شيء نسأل عنه do you have capital controls
من المفاوضات اللي سويناها we took استثناء استثناء للcapital control, من المفاوضات اللي سوناها استثناء للكابتال كينشورل
صحيح so i can not be an investment, صحيح so i cannot be in an investment
وماقدر اطلع منه حتى الever green investment المفروض انك تقدر تطلع منه, وما اقدر اطلع منه حتى ال evergreen investments المفروض انك تقدر ستطلع منه
فنجي الحين للسؤال اللي ماحد جاوبه so هذا هذا التخارج الأول, فنجع الحين للسؤال لي ما حد جاوبه هذا الخارج الاول
فيه بعض الشركات مثلا تخارجنا من سابك بشكل كامل we sold it to أرامكو, في بعض الشركات مثلا تخارجها من سابك بالشكل كامل we sold it to aramco
and it was one of the greatest things بالنسبة لأرامكو صارت بالنسبة لسابك, and it was one of the greatest things بالنسبة ليارامكا صارت بالنسبة لسابك
synergies اللي موجودة من من من ال ال, السينجيز اللي موجودة من
استثمار أرامكو في سابك is يعني حتى الفريق اللي كان موجود في أرامكو الفريق اللي كانوا موجودين في سابك, استثمار ارانكو في سابق يعني حتى الفريق اللي كان موجود في ارانكو الفريق اللي كان موجودين في السابق
فا what s good for us اليوم could be better for somone else, فwhat s good for us اليوم could be better for someone else
فا at the end of the day التخارج حقنا ماهو معناه انه شيء سلبي, بعد اندفت داية تخرج حقنا مهما معنى انه شيء سلبي
هل سابك كانت بتنمو بالشكل اللي نمت فيه الان لو هي باقية كا share holder pif no, هل سابق كانت تنمو بالشكل اللي نمت فيه الآن لو هي باقي كشيرولدر pif 
لما جاء الshare holder تغير صار فيه نمو,
فا it doesn t mean it s a negative thing أو معناه إنه استثمار فاشل أو استثمار نبغى نتخلص منه, ف it doesn t mean it s a negative thing او معناه انه استثمار فاشل او استثمار نبغى نتخلص منه
it s diffrent استثمار ناضج وخلاص انتهى عندنا ناضج ايه, نشتغل في صندوق الإستمرات العامة it s different استثمار ناضج وخلاص انتهى عندنا ناضج اي
عندنا ناضج but it will be rejuvenated with someone else and that s what happened, عندنا ناضج but it will be rejuvenated with someone else and that s what happened
اء يعني اعادوا الحوي الحيوية فيه من من synergies مختلفة overlapping speech ابو فيصل كنت بسألك على قطاع, يعني عادل حيوية فيه من سنة جزء مختلفة أبو فيصل كنت بسألك على قطاع
newcastle اء واستثمارنا في النادي يعني عالعكس , نيو كاسل وسثمارنا في النعدية يعني الـ alex
الترفيه which was something يعني كان الترفيه الوحيد اللي موجود فالمملكة مطاعم نروح نأكل yeah نروح نأكل, الترفيه which was something يعني كان الترفيه الوحيد اللي موجود في المملكة طعن روحناكل
ومانلعب فيعني its like so وللأسف كان, ومن العذرية so وللأسف كان
امم now going back to savvy سافي فال اء فال اي, now going back to savvy savvy في الـ e pay
gaming والألعاب الالكترونية ومسابقات الالكترونية, gaming والألعاب الإلكترونية ومسابقات الإلكترونية
طبعا سافي it s like five different pillars you have the bank you have infasrtuctrue you have the fund, طبعا سابي هم 5 مختلفة يوجد البنك يوجد الانفراسطرة يوجد المقارب
you have the operations and you have ال اء ماكنت غلطان المسابقات نفسها, لديك العملات وليديك المسابقات نفسها
فا الverticals هذي الموجودة بعد ماشفنا كل القطاعات اللي موجودة بالنسبة egaming الegaming, فالvertecals هذا الموجود بعد ما شفنا كل القطاعات اللي موجودة بالنسبة للـ e gaming
اذا تبغى تشوف الegaming today فالاقتصاد العالمي it s one of the fastest growing, إذا ترى في الإيجام اليوم في الاقتصاد العالمي إنه أحد من المتكلمين
هذا بالارقام بالارقام طبعا one of the fastest growing sectors يعني, هذا بالأرقام بالأرقام طبيعا one of the fastest growing sectors
وتبغى تشوف انت وين تبغى تستثمر you wanna invest in the ip in the software and the hardware, وتبقى تشوف انتوان تبقى سثمر you wanna invest in the ip in the software in the hardware
مثلا الاستثمار فالhardware of video games ولا هذا maybe it s not the best thing right, مثلا الاستثمار في الهردوير من الفيديو جيمس والهذا ممكن انها ليست الأمر أكثر
لأنه فيه منافسات ثانية تجي من الcomputers من الأشياء الثانية, لأنه في منافسات ثانية تيجي من الكمبيوترز من الأشياء الثانية
فا أكيد انه جالس it s ticking all the boxes حقت الرؤية عشرين ثلاثين but at the same time, فأكيد إنو جالس it s taken all the boxes حقت رؤيا 20 30 but at the same time
it will be one of the best investments بالنسبة لنا كعوائد ايه كعوائد بالتأكيد كعوائد استثمارية فأنتوا قراركم استثماري بحت استثما شوف, it will be one of the best investments في المسفلنا كعواد ايه كعوايد بالتأكيد كعوايد استثمارية فانتو قراركم استثمار بحت استثماء شوف
لابد يصير استثماري لأنه اذا ما صار استثماري it s not gonna be sustainable and if not sustainable it s مشروع فاشل, لا بد يصير استثماري لانه إذا ما صار استثماري it s not gonna be sustainable and if it s not sustainable it s مشروع فاشر
انه يجيك subsidy من الدولة يجيك دعم حيوقف يوم من الأيام, أنه يجيك سوبسيدي من الدولة يجيك دعم هيوقف يوم اليوم
اذا غلبت الروم خلنا نشوف وش الدعم اللي ممكن يجي لكن ما نبتدي تفكيرنا لا ابغى دعم الفلاني والفلاني no it doesn t work that way, إذا غلبية الروم خلنا نشوف هو ش الدعم اللي ممكن يجي لكن ما نبتدي تفكيرنا لا أبغى الدعم الفلاني no it doesn t work that way
كيف نقدر نسويها efficiently if we cannot let s see وش الدعم اللي ممكن يجي, كيف نقدر نسويها efficiently if we cannot let s see اوش الدعم اللي ممكن يجي مبدئيا 
والدعم is it مثلا دعم نقدي, والدعم إذا مثلا دعم نقدي
فا وnewcastle, فام ونيوكاسل
newcastle اسف أبو فيصل هنا الناس تتكلم على اول شيء, دينكاسل آسفو موفيصل هنا الناس ستتكلم على اول شي ش
الله يقويكم so بس بشكل عام وش يعني كيف تفسر هذي so كرة القدم يعني زي ما قلت لك الرياضة هي جزء من الثلاث طعشر قطاع اللي, الله يقويكم بشكل عام يعني كيف تفسر هذا الشيء كروت القدم يعني زي ما قلت لك الرياضة هي جزء من الثلاثة عشر القطاع اللي
why the epl ليش الدوري الإنجليزي لأنه هو اعظم دوري موجود الآن فالعالم, why the epl لاش دور الإنجليسي لانه هو اعظم دور موجود الآن في العالم
ثلاثة فرق يصير لها relegation وثلاثة فرق يصير لها promotion ناس ثلاث فرق تنزل وثلاث فرق تصعد من الدوري اللي تحته, ثلاثة فرق يصير لها relegation وثلاثة فرق يصير لها promotion ناس ثلاثة فرق تنزل وتتسعد من الدور اللي تحت
منافسة عالية منافسة جدا عالية هذا معناته مشاهدات أعلى بالضبط so, منافسة عالية منافسة جدا عالية فهذا معاتم مشاهدات أعلى وما بحد عن بضطط so
لما ناظرنا لها نظرنا لها من ناحية مالية and by the way it wasn t the first, لما نظرنا لها نظرنا لها من ناحية مالية and by the way it wasn t the first
offer يجينا على فريق شفنا في إيطاليا وشفنا في فرنسا, يجين على فريق شفنا في إيطاليا وشفنا في فرنسا
only ثلاثين فالمية ومالنا أي علاقة فالإدارة, only 30 وما انه اي علاقة في الادارة
وحنا اشترينا newcastle, وحن اشترينا نيو كاسل
كان معروض علينا مية بالمية لكن اء اللي جابوا لنا الفرصة amanda sevry هي وزوجها, كان معروضة لان مية بالمية لكن اللي جابهنا الفرصة عماندا ستعبلي هي وزوجها
قالوا we would we like it so much we would like to be with you قلت ممتاز, جارونا نحن مرحبا كثيرا لقد أريد أن نكون معك بيتمتاز
بعدين جو الrobin family اللي هم من اكبر المطورين العقاريين قالوا we would like to come with you هم من اكبر المطورين فnewcastle قلت ممتاز, بعدين جاء الروبن فاملي اللي هما من أكبر مطورين العقاريين قالوا we would like to come with you وهم من أكبر مطورين في نيو كاسل قلت لهم تاز
خلهم يجون فا they have now skin in the game يعني skin in the game صاروا جزء من النجاح ومن الفشل exactly, خليهم يجون فthey have now skin in the game صاروا جزء من النجاح ومن الفشل اسمحة
شرينا الفريق كامل بثلاث مية وخمسين versus ثلاث مية ثلاثين بالمية بسبع مية اء اء مليون, سرينا للفريق كامل ثلاثمية وخمسين versus ثلاثمية آآ ثلاثين بالمية بسبعمية آآ مليون
versus تشيلسي توه منباع, versus chelsea توا من بع
is to go from ثلاث مية وخمسين الى على الاقل ثلاثة three point five that s ten times the money, it s to go from 350 إلى على الاقل 3 5 that s 10 times the money
versus لو اشتريته اليوم كم بيطلع اربعة مليار خمسة مليار, versus chelsea لو اشتريت اليوم كم بيطلع 4 مليار 5 مليار
ما مايجيب لك اقل من مئة فالاختيار استثماري بحت استثماري بحت so that s why one number two newcastle, ما يجيب لك أقل من المئات في الاختيار استثمار بحت استثمار بحت so that s one number two newcastle uh
يعني معظم المدن فيها أكثر من نادي newcastle كل newcastle وراك, يعني ما اضم المدن فيها اكثر من هذي نيو كاسل كل نيو كاسل وراك 950 الف تقريبا واكثر مليون في المنطقة
تسع مئة وخمسين الف تقريبا واكثر من مليون في المنطقة موجودين كلهم fans,
we have now تقريبا between fifty two thousand seats فالملعب, we have now between 52 000 seats في الملعب
كلها sold out يعني لما تنظر لها من كل النواحي اللي موجودة الpotinitial اللي موجود عندنا الان مثلا chef of the chefs strategies, كلها sold out يعني لما تنظر له من كل النواحي اللي موجوده الـ potential اللي موجود عندنا الآن مثلا chief of the chief strategist
مع الinternational, مع الانترناشنل
investments their lookingعلى الأشياء العقارية والinfastructrue اللي بنسويها إن شاء الله, investments are looking على الأشياء العقارية والinfrastructure اللي بنسويها إن شاء الله
في المنطقة فالpotential , في المنطقة فالpotential كاااا
goin forward للاستثمار الرياضي حقنا, going forward للاستثمار الرياضي حقنا
بتكون صعبة الا اذا اخذنا some incubators يعني اندية اصغر علشان to incubate into this, بتكون صعبة إلا إذا أخذنا some incubators يعني أندي أصغر علشان to incubate into this
مالها حس هل هي متعثرة هل فيها مشاكل وش قصة المحفظة العقارية روشن is doing extremely well overlapping speech روشن تبع الgiga project ماهي تبع المحفظة العقارية, ما لاحس هل هي متعثرة هل فيها مشاكل وش قصة العقارية روشن is doing extreme روشن تابع القيجا project ماهي بتابع المحظر عقارية
انا أتكلم مثلا على تطوير وسط المدن نتكلم عن رؤى الحرم المكي نتكلم روشن ترا بدت هناك وانتهت هناك وكبرت راحت هناك كانت لأنه الأول الmandate حقها كان اقل بعدين كبر الmandate, أنا تتكلم مثلا على تطوير وسط المدن تتكلم عن رؤى الحرم المكي راش انترا بدأت هناك وانتهيت هناك كبرت راحا ثناك لأن الأول mandate حقها كان أقل بعدين كبر mandate
فانتقلت فانتقلت الى الgiga projects بالنسبة للمحفظة العقارية, فانتقلت إلى الـ giga project بالنسبة للمحفظ العقارية
فيه عندنا مشاريع كثيرة فالpipeline,
وقت طويل فالplanning خاصة if you want to have the right, وقت طويل في الplanning خاصة اذا كنت تريد ان يكونوا على المستخدم
models والright plans وكيف تقدر,
تخلي الplans, اه تخلي الـ plans
فإذا تبغى تطورها هناك كيف تقدر تطورها ايش هو الproposition تخلي المدن والقرى اللي حولها يجون لها, فإذا تبقى تطورها هناك كيف تقدر تطورها إيش هو المنزل تجعل المدن والقرى اللي حول يجوا له
 same thing مثلا في نجران, same thing مثل في نجران
انعرض كذا موقع ومواقع هذي مثلا وزارة البيئة كانوا يبونها وزارة وزارة أخرى كانوا يبونها فا it takes time, نعرض كذا موقع ومواقع هذا مثلا وزارة البيئة كانوا يبونها وزارة أخرى كانوا يبونها فهناس المحاول
علشان تأخذ الlogistics هذي and it takes time to find right design, علشان تاخد الوجستكس هذه and it takes time to find the right design
and the right proposition بالنسبة لل انها تخليها, and the right proposition بالنسبة للنات تخليها
how can we modernize الطراز السلماني, how can we modernize الاضطراج السلماني
design غيرنا كثير من ال ال designers اللي ممكن يجون ولهم خبرة مناسبة, designs غيرنا كثير من ال designers اللي ممكن يجون ولهم خبرة مناسبة
وthe same thing is applicable مثلا لي اللي بنسويه في الخرج اللي بنسويه في القطيف اللي بنسويه في مكة, و the same thing is applicable مثلا اللي بنسوي في الخرج اللي بنسوي في القطيف اللي بنسوي في مكة
يعني ok maybe it looks good بس, يعني اوكي مابي تلوكس جود بس
فا yeah هذي الأشياء تأخذ وقت بعدين, فهذا الأشياء تاخذ وقت بعدين
يوم تشتغل مع الdesigners مع المهندسين it takes time يعني هذا الأشياء يعني i will give you an example اللي هو كافد, يوم تتشغل مع الديزائنرز مع المهندسين اه تلك سايم يعني هذا الاشئ انا اول كيفيو ان اكزامبل اللي هو الكافت
it was supposed to be delivered في الفين واثنعش الى الان it s not fully operational, it was supposed to be delivered في 2012 إلى الآن its not fully operational
طريقة الplanning كانت, طريقة البلانينغ كانت
يعني تشوف العماير اللي موجودة ok the on الشيء الواصل الوحيد بينها اللي هي الجسور الجسور اللي موجودة بس ما, يعني تشوف الأمار الموجودة اوكي شيء الوصول وحيد بينها اللي هي الجسور الجسور اللي موجوده بس ما
يعني لما تجي على الefficiency اللي موجودة في بعض العماير, يعني لما تجي على الإفشنسي اللي موجودة في بعض العماير
تلاقيها اقل من خمسين بالمية الefficiency اللي هي, تاقيها أقال من 50 الإفشنسي اللي هي الأشياء
الaverage فالعالم مابين خمسة وسبعين الى خمسة وثمانين بالمية, في العالم ما بين 75 و 85 
في أقل من خمسين أقل من خمسين yeah, في أقل من خمسين
as long as أنه التنفيذ عندنا بيكون, as long as التنفيذ عندنا بيكون
طبعا فيه عندك الخطوط السعودية وفيه flynas وفيه كذا شركة خاصة للخطوط, طبع ا في عندك الخطوط السعودية وفي flynash وفي كذا شركة خاصة للخطوط
الخطوط السعودية بالشركات الخطوط العالمية المتقدمة مثل الان كان singapore air, خطوط السعودية بالشركات الخطوط العالمية المتقدمة مثلا كانت سنجابور إير
وبعدين جات طبعا الemirates الإماراتية, وبعدين جات طبعا الامريتس الاماراتية
نقطة الخلاف الأساسية اللي هي one hub, النقطة الخلاف الأساسية اللي هي وان هاب
ولا multiple hubs,
الخطوط السعودية المفروض عندها three hubs, الطاة السعودية المفروض عندها ثري هابس
إذا تبغى تنجح لازم يكون عندك one hub, اذا تنجح لازم يكون عندك one hub
وبعدها يعني direct flight مثلا من الرياض نفرض ان الخطوط بتكون الhub حقها الرياض, وبعدها direct flight مثلا من الرياض نفرض ان الخطوط بتكون الهب حق الرياض
بس ما تقدر تجي مثلا من عرعر إلى نيويورك direct, سما تقدر تيجي مثلا من عرعر إلى نيويورك داريك
أو من عرعر إلى عمان direct يمكن بس, أو من عمر إلى أعمان داريكت يمكن بس
أفضل أنه يكون عندك one hub, افضل ان يكون عندك one hub
so الخطوط اللي بتكون موجودة it s one hub, سؤال الخطوط اللي بتكون موجودة it s one hub
الfleet اللي بيكون موجود, الفليت اللي بكون موجود
فا علشان تقدر يكون فيه عندك efficiency للطيارين قطع الغيار exactly الصيانة نفس الشيء الcatering everything else, فعلشان تقدر يكون في عندك efficiency للطيارين قطعة الغيار برضو exactly الصيانة نفس الشيء الكيتيرنج everything else
going back للmethodology اللي احنا عادة نتبعها فالصندوق, going back to the methodology اللي احنا عادة نتبعه في الصندوق
وهذا اللي جالسين نسويه وفيه ناس تقول طيب ليش ما صلحتوا الخطوط السعودية ليش ما استثمرتوا فيها وانطلقتوا من هناك الخطوط السعودية جالسة it s serving what aيعني الأشياء اللي موجودة, وهذا اللي جاست سوي وفي ناس تقول طيب ليش ما صلحت أخضوط سعودية ليش ما استثمرتوا فيها وانطلقتهم من هناك الأخضوط السعودية يعني الأشياء الموجودة
لكن again the business model حق الخطوط السعودية, لكن again the business model حق الخطوط السعودية
اللي هي الmulti multi hub, اللي هي المالتي هاب
الخطوط الأمريكية معظمها متعثرة because عندهم multi hub, خطوط الامريكية معظمها بتاعثروا بكوز عندهم multi hub
فا هي الخطوط الجديدة حتكون من الرياض single hub, فهي الخطوص الجديدة حتكون من الرياض single hub
فئة business ولا فئات يعني it depends on the demand طبعا you can t have طيارة كلها business يعني سوتها الظاهر, فئة بيزنس ولا فئات يعني it depends on the demand طبعا ما بيخناتها في طيارة كلها بيزنس يعني سوتها الظاهر
فا i i don t think it s the right propositionمتى متوقع انطلاقها, متى متوقع انطلاقها
yeah والمطار ال خلاص ال , والمطار خلاص ال
الceo جاينا ان شاء الله خلال شهر او, سي او جاي ان شاء الله خلال شهر أو
and they don t have to be سعوديين فقط, and they don t have to be سعدين فقط
softbank يمكن هو من أكثر الاستثمارات المثيرة, يمكن هو من اكثر الاستثمارات المثيرة
واللي ذكر في لقاء مع david, صحيح واللي ذكر في اللقاء مع ديفيد
كنت تقول انك rubenstein ايه كنت تقول انك مبسوط لأنه حققوا لك تسعة مليار, كنت تقول انك مبسوط لانه حق يقولك 9 مليار
دولار عوائد في ذيك اللحظة yeah, دولار عوائد في ذك اللحظة
بعد الخساير اللي قاعد يمنى بها الصندوق yeah ال يعني لما, بعد الخسائر اللي قاعد يمنى به الصحي يعني لما تستطيع
 softbank vision fund let me just take maybe few steps back ياليت بس اعطيك some context, softbank vision fund let me just take maybe a few steps back but i ll take some context
كيف دخلنا فا softbank, كيف دخلنا في softbank 
so اتذكر يعني من الsessions اللي كنت اجلس فيها مع سمو ولي العهد, so اذكر يعني من السشنز اللي كنت اجس فيها مع اسمولي الاهد
نتكلم عن الaspirations اللي موجودة وش نبغى نسوي فالصندوق, نتكلم عن الaspirations الموجودة ويسن نبعد سوي في الصندوق
فا كان he was always referring ل يرجع يقول, فكان he was always referring لي يرجع يقول
نبي نكون فالartificial intelligence الذكاء الاصطناعي نبي نكون فالrobotics, نبي انكون في الارتيفشل انتليجنس ذا كالستناعي نبي انكون فروباتيكس
نبغى نكون فالlife science, نبرى نكون في اللافساينز
نبغى نكون فالinternet of things , نبغى نكون في الانترنت of things
حنا again يعني يمكن انت تكلمت قبل كذا على الاقتصاد القديم والاقتصاد الجديد, يعني ناقين يعني يمكن أنت تكلمت قبل كذا على الاقتصاد القديم والاقتصاد الجديد
 it happened أنه قابلت تقابلت انا مع sama masa son, it happened انه قابلت سنة معسا صان
أغنى رجل فالعالم back in nineteen ninety nine بضع ساعات, اغنى رجل في العالم back in 1999 بضع فساعات
خسر تقريبا ninety seven percent of ثروته ورجعها في استثماره علي بابا, خسر تقريبا 97 ثروته ورجع في استثماره في
so masa تكلم عن الرؤية حقته وقال i m gonna put, ماسا تكلم عن الرؤية حقته وقال
ثمانية وعشرين مليار بيحطها دولار في fund, بيحطها دولار في فاند
اللي هي internet of things robotics, اللي هي انترنت of things robotics
artificial intelligence مفصلة عليكم and life science , مفصل عليك and life science
قلت له ok وبدأ يتكلم هنا وهنا, it s okay بدأ يتكلم هنا وهنا
فا تكلمت مع الأمير قلت له i have this guy who i met before و i met him في في طوكيو, فتكلمت مع الأمير قلت راه i have this guy who i met before و i met him في tokyo
اذا مافيه عندك مانع تشوفه قال ok ممتاز, إذا ما في عندك مانع تشوفه قالوا أوكي ممتاز
so جاء شافه, so جاب شافو و
الأمير يعني مرة قال ok, يعني بمر ة قال اوكي
is forty five billion what you want احنا نستثمرها, is 45 billion what you want احنا نستثمره
ليه قال الأمير هذا الشيء على الرؤية that s one, لأمير هذا الشيء على الرؤية that s one
number two كنا جالسين نتكلم نبغى نستثمر,
كيف نقدر نوصلها ثلاثين بالمية by the way الحين نزلناها الى range unclear between twenty to twenty five, كيف نقدر نوصل على 30 by the way الى range between 20 25
no singal asset manager موجود اليوم, no single asset manager موجود اليوم
فهذا من الأسباب الأساسية اللي اللي دخلنا فيها مع softbank vision fund, فهذا من الأسباب الأساسية اللي دخلنا فيها مع softbank vision fund
الproposal اللي كان موجود وبالتأكيد مع انخفاض الأسواق العالمية الآن, البروبوز اللي كان موجود وبالتأكيد مع انخفاض الأشراق العالمية الآن
الperformance حقهم أقل و أتذكر أنك قد طلعت أظن financial times كانت تقول بأنه, performance had gone my goal وأذكر انه قد طلعت اظن financial times كانت تقول بانه
استثمار السعودية فال vision fund, استثمار السعودية في ال vision fund
ايه وفيه so we invest in two things, ايه وفي نحن نتعلم بشكل درس
فالpreferred وفالequity, في الpreferred وفي الاكوتي
 الpreferred فيه عندنا سبعة بالمية, البرفيرد في عندنا 7 
بس we don t take the upside يعني هذا بس المضمون, بس we don t take the upside يعني هذا بس المضمون
والباقي يكون فالequity الequity فال تعرف كم التقسيمة تقريبا وش اكثر ماكنت غلطان هي خمسة وعشرين خمسة وسبعين, والباقي يكون في الاكوتي الاكوتي في تعرف كما التقسيمة تقريبا وش أكثر ماكنت غلطان هي 25 75
 او ثلاثة وثلاثين ستة وستين im really not sure بس وش الاكثر, بس وش الاكثر
الأكثر اللي هو المضمون الpreferred yeah اه ok فأنتوا صار لكم خمس سنوات تأخذون هذا ال النسبة الثابتة yeah, الاكثر اللي هو المضمون البريفير اوكي فانتوا صار لكم خمس سنوات تاخذون هذا النسبة الثابتة
ok و في القادم من الأيام شفنا أنه ما تكررت التجربة وصرتوا انتوا تروحون تستثمرون بشكل مباشر, ok وفي القادم الأيام رأيت أنه لم تكررت التجربة وصلت أنك تستثمر بشكل مباشر صحيح
ل نظرا لأنه ما كانت مجدية ماهي مرضية no no شوف, لاظرا لانه ما كانت مجدية ما هي مرضية نو نو نو شوف
يوم when we started كان عدد الموجودين في صندوق الاستثمارات العامة يمكن مية مية وخمسين شخص today were like, كان عدد الموجودين في صندوق الإستمرات العام يمكن 100 150 شخص today we re like
إضافة لذلك our direct investment اليوم افضل بكثير performance حقها, إضافة لذلك our direct investments اليوم أفضل كثير performance حقها
اليوم عندنا office in new york office في london, اليوم عندنا آفس ان نيويورك آفس في لندن
office في hong kong so this will give us access, so this will give us access
لل deal flow, للدييل فرو
will give us access لل الناس بيكون موظفين طبعا من الصندوق إضافة لموظفين, والقبهة الساكسس للناس بكون موظفين طبع ا من الصندوق اضافت الموظفين
and to be active فال investments هذي , and to be active for the investments هذه
متى نقدر نشتري سياراتنا فالرياض lucid, متنقدر نشتي سيارتنا في الرياض luced
موجودة بس ما تنباع لسا الا جبنا كم so المشكلة الأساسية في, موجودة بس ما تمبع لسه الا جيبنك هاهاهاها المشكلة الاساسية في
